name,price,status,shipping,free_returns,items_sold
"Softrucks Skateboard Indoor Practice Complete 8"" Natural Deck with Blue Trucks",5995,Brand New,0,True,
"🔥Graffiti Culture Complete Skateboard 31""x 8"" Double Kick Concave Skateboards-Q",4999,Brand New,0,False,
"Wood 31""x8"" Skateboards Complete Double Kick Deck Concave Gift for Kids Teens",3199,Brand New,0,False,6
Shred Skateboards 8.625” silkscreened Shredapus skate deck + mob grip,5995,Brand New,0,False,
"Skateboards for Beginners Complete Trick Skateboard , 7 Layer Maple Deck",3999,Brand New,0,False,
"220 lb Adult Trick Complete 31""x 8"" Skateboard Double Kick Concave Skateboards /",2799,Brand New,0,False,
22'' Mini Cruiser Skateboard Lightweight for Beginners Kids + 4 Flashing Wheels,2999,Brand New,0,False,
"redo skateboard, black and purple grip, cats on bottom, 53mm 94A wheels",4250,Pre-Owned,0,False,14
"WhiteFang Skateboards for Beginners, Complete Skateboard 31 x 7.88, 7 Layer Kick",5662,Brand New,0,True,
Pro Skateboards for Beginners Complete Skateboard 9 Layer Canadian Maple Gift ~,2959,Brand New,0,False,2
"Blank Skateboard Complete 7.75"" Natural with Silver Trucks and Black Wheels",5495,Brand New,0,True,37
🛹31''x8'' Skateboard Bearing 7-Layer Maple Double Kick Deck Concave Youth USA🛹,3999,Brand New,0,False,11
"NEW Blank Complete Skateboard Stained Black (31"" x 7.75""), Ready to ride",3599,Brand New,0,True,10
"CAROMA 31"" Kids Complete Skateboard Double Kick Concave Skateboards Multi-Color",2599,Brand New,0,False,
"31"" x 8"" Skateboards for Beginners Complete Skateboard 7 Layer Canadian Maple..",4089,Brand New,0,False,6
"31""x 8"" Kids Trick Complete Skateboard Double Kick Concave Skateboards Gift Fun",3799,Brand New,0,False,
"Complete Skateboard Stained 31""x8"" Skateboards, Ready to Ride US",2599,Brand New,699,False,
22' Complete Skateboards Mini Cruiser Skateboard for Beginners Teens Caroma,2999,Brand New,0,False,4
"NEW Learn Skate Tricks Faster with Skater Trainer, Beginner Skateboard Accessory",1562,Brand New,0,False,
New Listing,15500,Brand New,2795,False,
"Gift! Kid/Teen Trick Complete Skateboard 31""x 8"" Double Kick Concave Skateboards",2799,Brand New,0,False,
MEEPO SKATEBOARD MINI 2 ER Battery,7500,Pre-Owned,0,False,
"31""x 8"" Kids Trick Complete Skateboard Double Kick Concave Skateboards Gift Fun/",3999,Brand New,0,False,
22'' Colorful Mini Cruiser Skateboard Portable Teens Kids with 4 Flashing Wheels,2999,Brand New,0,False,
Lance Mountain Doughboy skateboard complete used,15250,Pre-Owned,4000,False,
"New Kids Trick Complete Skateboard 31""x 8"" Double Kick Concave Skateboards Gift",3999,Brand New,0,False,
"31""x 8"" Complete Skateboard 7 Layer Canadian Maple Double Kick Concave Deer NEW%",3999,Brand New,0,False,
"Penny Board Authentic Cruiser Skateboard Original Australia 22"" Teal",3199,Pre-Owned,1392,True,
"Darkstar Skateboard Deck Divide Blue 8.25"" x 31.5""",4295,Brand New,0,True,
" Benson Red Devil Women Pro deck - Death Skateboards 9"" x 33 with grip ",4899,Brand New,0,True,
