name,price,status,shipping,free_returns,items_sold
Samsung Galaxy Note 9 SM-N960U 128GB Midnight Black GSM World Phone - Unlocked,26399,Open Box,0,True,183
Samsung N950 Galaxy Note 8 64GB Verizon Smartphone - Very Good,18495,Very Good - Refurbished,0,True,
"Samsung Galaxy Note10+ SM-N975U1 512GB Smartphone (Unlocked, Aura Black)",37000,Pre-Owned,1375,True,
Samsung Galaxy Note10+ 5G SM-N976V - 256GB - Aura White (Verizon) (Single SIM),20250,Pre-Owned,1595,False,
Samsung Galaxy Note 8 64GB Factory Unlocked (Midnight Black) Smartphone Good,18799,Very Good - Refurbished,0,True,
"""NEW"" Samsung Galaxy Note 9 N960U 128GB Factory Unlock GSM AT&T T-Mobile Verizon",26988,Open Box,0,True,26
Samsung Galaxy Note20 5G SM-N981U - 128GB - Mystic Bronze (Verizon),28500,Pre-Owned,1000,False,
New Listing,28000,Pre-Owned,1065,False,
Samsung Galaxy Note9 128GB 512GB - Unlocked Verizon T-Mobile AT&T Metro Sprint,27495,Open Box,0,True,
Fully Unlocked Samsung Galaxy Note 10+ 256GB SM-N975U [New Unused],50795,Brand New,0,True,59
Samsung N960 Galaxy Note 9 128GB Verizon Smartphone - Very Good,21495,Very Good - Refurbished,0,True,
New Listing,40800,Open Box,828,False,
" Samsung Galaxy Note 20 256GB 8GB RAM SM-N9810 (FACTORY UNLOCKED) 6.7"" 64MP",73999,Brand New,0,True,103
Samsung Galaxy Note10+ 5G SM-N976U - 256GB - Aura Glow (T-Mobile) (Single SIM),27000,Pre-Owned,1484,False,
"Samsung Galaxy Note10 SM-N970U, 256GB, Unlocked, Great Condition: CC303",19350,Pre-Owned,749,True,
New Samsung Galaxy Note 20 Ultra 5G N986U 128GB Unlocked AT&T T-Mobile Verizon,94999,Brand New,0,True,18
Samsung Galaxy Note9 SM-N960U (512GB) Ocean Blue GSM Unlocked Smartphone ,31895,Open Box,0,True,
Samsung Galaxy Note20 5G SM-N981U - 128GB - Mystic Bronze FOR PARTS ONLY,23500,Brand New,0,False,
Samsung Galaxy Note20 Ultra 5G SM-N986U 128GB - Mystic Black (Unlocked) Grade A,72288,Pre-Owned,0,True,23
Samsung Galaxy Note 10 Lite SM-N770F/DS 128GB  GSM Unlocked  EXCELLENT CONDITION,18250,Pre-Owned,0,False,
Samsung N960 Galaxy Note 9 128GB Unlocked Phone BLACK DOT SCREEN,16995,Pre-Owned,0,True,
New Listing,18000,Brand New,1253,False,
Samsung Galaxy Note9 N960U 128GB Verizon AT&T Sprint T-mobile Unlocked A Shadow,19999,Pre-Owned,0,True,
New Listing,20000,Pre-Owned,800,False,
Unlocked Samsung Galaxy Note9 SM-N960U 128GB GSM Blue (Read Description),11250,Pre-Owned,0,True,
Samsung Galaxy Note 8 SM-N950U - 64GB - Black (Unlocked) Screen Burn - No Pen,9895,Pre-Owned,0,True,
"Samsung Galaxy Note10+ SM-N975U - 256GB - Aura Glow (T-Mobile) - Ugly, but works",12750,Pre-Owned,919,False,
Samsung Galaxy Note9 SM-N960U1-128GB- SILVER (Unlocked) ,17900,Pre-Owned,0,False,
Verizon Samsung Galaxy Note 4 - 32GB - Factory Unlocked (SM-N910V),2800,Pre-Owned,875,True,
New Listing,44449,Open Box,0,False,
New Listing,44500,Pre-Owned,1625,False,
New in Box Samsung Galaxy Note 9 SM-N960U 128GB Purple for Verizon Network,30699,Brand New,0,True,25
New Listing,48100,Pre-Owned,1000,False,
Samsung Galaxy Note9 SM-N960 - 128GB - Ocean Blue (Verizon),12500,Pre-Owned,1375,False,
"OB Samsung Galaxy NOTE 10+ Plus 5G(SM-N976U) 256 GB Black, Blue GSM+CDMA Unlock",40803,Open Box,0,True,
New Samsung Galaxy Note 8 N950U Cricket Boost Verizon Unlocked T-Mobile Total,24999,Open Box,0,True,39
Samsung Galaxy Note8 SM-N950U - 64GB - Orchid Gray (T-Mobile),15999,Pre-Owned,1154,False,
New Samsung Galaxy Note 10+ 10 Plus N975U N975U1 AT&T T-Mobile Unlocked Boost,44999,Open Box,0,True,
Samsung Galaxy Note 10+ Plus N975U 256GB Unlocked Any Carrier Grade B,34900,Pre-Owned,0,True,
Samsung Galaxy Note 9 Note9 SM-N960U 128GB GSM Unlocked Great Condition Read,17989,Pre-Owned,0,True,
Samsung Galaxy Note 9 128GB Purple SM-N960U (T-Mobile) Reduced Price JW1181,16953,Pre-Owned,0,True,
Samsung Galaxy Note 10 Note10 N970U 256GB AT&T T-mobile Sprint Verizon Unlocked,28999,Pre-Owned,0,False,232
Samsung Galaxy Note10+ SM-N975U 256GB Aura Glow (Unlocked) (Single SIM) NICE*,36484,Pre-Owned,0,False,
Samsung Galaxy Note 10+ Note 10 Plus SM-N975U 256GB Aura Blue Unlocked See Pics,30500,Pre-Owned,0,True,
Samsung Galaxy Note20 5G SM-N981U/DS - 128GB  (T-Mobile),39600,Pre-Owned,1367,False,
Samsung Galaxy Note10 SM-N970U 256GB  T-Mobile B Good,31999,Excellent - Refurbished,0,True,
Samsung Galaxy Note 9 SM-N960U 128GB GSM/CDMA Unlocked T-Mobile AT&T Verizon ,25988,Open Box,0,True,241
New Listing,40000,Pre-Owned,1065,False,
Samsung Galaxy Note10 plus  SM-N975U - 256GB - Aura Black (Unlocked),30500,Pre-Owned,1000,False,
Samsung N960U Galaxy Note 9 128GB Factory Unlocked Smartphone - Good,19999,Good - Refurbished,0,True,
Samsung Galaxy Note8 64GB Unlocked Verizon AT&T Sprint T-Mobile Smartphone Good,17989,Pre-Owned,0,True,51
Unlocked Samsung Galaxy Note 10 Note 10 Plus 256GB Smartphone AT&T T-Mobile 8/10,28785,Pre-Owned,699,False,20
Samsung Galaxy Note 9 T-Mobile Verizon AT&T 128gb GSM/CDMA Unlocked Smartphone,18515,Pre-Owned,599,False,40
Samsung Galaxy Note 10 N970U 256GB Factory Unlocked Verizon AT&T T-Mobile Glow,34599,Open Box,0,True,
New Listing,10999,Open Box,0,True,
Samsung Galaxy Note 9 SM N960U 128GB   Ocean Blue T-Mobile Unlocked -VERY GOOD,20995,Pre-Owned,0,True,
AT&T Samsung Galaxy Note 8 - 64GB - Factory Unlocked (SM-N950U),4900,Pre-Owned,875,True,
Samsung Galaxy Note9 SM-N960U - 128GB - Midnight Black (Unlocked) (Single SIM),18999,Pre-Owned,399,False,
